,epochs,optimizer,optimizer_hyperparameters,scheduler,multiple_loss_method,ssr_error,parameter_names,soft_adapt_beta,soft_adapt_t,residual_weights,variable_fit_weights,prior_losses_t
0,150000,Adam,"{'lr': 0.0001, 'betas': (0.9, 0.8)}","{'base_lr': 0.0001, 'max_lr': 0.0001, 'step_size_up': 100, 'scale_mode': 'exp_range', 'gamma': 0.999, 'cycle_momentum': False}",prior_losses,101826.91970043916,"['v_max_AckA', 'v_max_Pta', 'v_max_glycolysis', 'Ki_ACE_glycolysis', 'Km_ACCOA_TCA_cycle', 'v_max_TCA_cycle', 'Ki_ACE_TCA_cycle', 'Y', 'v_max_acetate_exchange', 'Km_ACE_acetate_exchange']",0.1,1,"[0.0001, 0.1, 0.1, 1e-14, 1e-15, 1e-08]","[1, 1, 1]",100
